,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
4383,55879,40427,21955,13451,64486,29865,664,754,25,484,8561,3806,4175,177,3698,321,119,13920,15908,524,4442,572,259,5283,207,1525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,35406
4384,51457,50577,24504,14622,40791,14293,701,2162,53,2182,6123,2850,4013,1850,1485,127,468,4831,23737,472,7253,665,294,2965,760,2331,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,39126
4385,25807,35907,53182,14509,52382,16510,596,1712,142,1459,9153,6023,2951,5458,3706,259,931,18310,17582,3098,1955,404,133,2636,451,1934,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,67691
4386,82982,52090,58246,12468,41866,29313,153,618,167,2217,3717,3263,1348,1460,3093,745,305,24353,24946,3197,7892,246,234,3064,304,1181,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,70714
4387,57351,41812,39674,13719,50401,12545,41,960,64,2990,4684,6321,2021,36,5632,237,854,9943,32298,2173,918,973,450,4166,769,3556,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,53393
4388,64862,69276,53294,10240,26821,10036,76,1624,31,3162,4367,5084,2507,6535,4204,239,313,24402,30528,13,6775,437,282,2499,666,2213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,63534
4389,76557,48499,18911,15397,64080,26623,188,1622,90,3516,7436,7622,3147,441,5259,171,993,24958,25740,3801,548,425,335,3723,209,2840,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,34308
4390,19106,69922,29594,9082,52871,20209,267,189,63,1442,3503,7935,3341,1524,703,581,235,25320,28580,796,175,812,180,3970,304,3350,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,38676
4391,75266,50903,24375,12854,58389,9556,174,680,17,1036,9135,6238,1994,8524,4330,681,119,18825,10587,2248,2352,622,252,4598,282,758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,37229
4392,51568,37021,49781,13258,46093,16903,164,939,153,4907,6024,4071,3321,7148,1824,396,376,14742,13267,1079,7393,884,305,3642,466,731,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,63039
4393,62954,70035,32963,8578,55936,25444,617,1030,7,3056,4377,6382,3166,3635,1038,316,980,23495,20694,1319,8797,913,138,4603,191,1775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,41541
4394,18363,55852,17162,12041,28122,32096,165,674,197,2261,5610,7024,2767,4636,415,374,939,20698,25475,3226,2659,256,338,3645,457,2944,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,29203
4395,54919,67250,40761,13037,27854,9075,22,197,196,1078,3697,7229,2688,8024,5261,311,284,16573,23102,2389,7407,1010,408,1757,403,925,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,53798
4396,71833,41404,16407,15393,62857,16486,342,1889,27,54,4293,8188,1903,7108,4388,654,334,25640,16667,3200,6696,733,399,4423,540,1048,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31800
4397,78707,63554,26623,6904,48458,17250,544,585,141,4507,7687,8593,2871,523,2525,342,336,9759,14652,472,8203,265,369,1751,154,2622,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,33527
4398,59458,69108,39490,13039,52548,21628,695,1272,38,1705,8067,3321,1435,971,147,384,756,6231,26282,1818,1309,880,65,2071,778,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,52529
4399,55514,64819,19890,10038,35460,9991,81,196,22,3784,6678,6542,3664,1268,4174,612,912,10680,12860,1712,3562,903,344,4794,504,3328,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,29928
4400,89136,53109,43867,16305,58119,13290,118,1521,17,1469,4553,4880,3350,477,479,788,799,15060,20464,455,3152,861,468,5341,729,1505,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,60172
4401,80039,57661,29097,11691,23119,33298,627,441,51,473,4888,6154,4185,8390,1933,776,621,3654,21642,1598,1779,970,201,4794,225,2566,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,40788
4402,32363,36388,17150,8418,45003,18509,33,2207,141,2148,3586,2282,2488,7860,4452,525,932,23874,8996,2445,5642,661,328,3906,302,1316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,25568
4403,45900,69017,50272,16358,58411,30937,142,192,141,1610,8685,7564,1638,1494,618,562,700,19966,26346,11,6385,669,363,4810,786,703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,66630
4404,15013,55451,41417,15441,31001,17678,578,1097,153,3838,7822,6669,2876,210,1061,191,911,5858,10487,3866,4550,282,308,4273,357,1973,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,56858
4405,20770,38810,54203,15998,51527,16171,204,1137,142,3328,8233,5039,2428,1214,1319,775,149,6855,10521,4773,2783,339,249,2865,213,2972,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,70201
4406,89859,50709,16503,18000,34539,7587,491,817,147,574,4257,5316,3909,3251,421,674,639,7993,20923,1232,7806,238,110,4407,376,778,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,34503
4407,23795,45415,31854,14649,18715,10392,483,376,197,3262,7699,2225,1633,2163,3931,492,693,15730,12656,2693,7973,578,306,3399,494,1817,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,46503
4408,40323,48720,22301,8350,65468,34490,427,1475,17,1232,3739,4160,2750,6844,4105,349,551,23620,9900,151,2179,495,476,5335,825,3760,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,30651
4409,43302,57503,22495,12065,58913,10745,99,1311,123,2029,4096,4887,1349,5732,3246,353,718,9513,21469,4130,7752,496,285,3029,149,2455,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,34560
4410,14908,41848,50586,10295,35071,13523,22,1803,140,4476,7103,7372,3583,1010,516,747,422,23286,29771,4717,3001,883,375,3267,322,780,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,60881
4411,10605,50345,52618,14542,20876,11951,661,226,34,3483,8570,8053,2948,6807,4926,481,709,17974,25899,1357,3286,120,455,1812,323,1111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,67160
4412,88555,38035,48673,16915,49052,23368,191,2125,152,4499,7484,2996,2756,7270,3668,293,572,20925,10419,65,8993,577,213,1752,448,2587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,65588
4413,55594,36037,16198,12614,31684,34635,71,2074,86,1600,4299,8682,3733,5124,985,157,828,7098,16090,310,1599,585,130,4771,665,3439,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,28812
4414,66151,69721,45694,12888,55331,23308,296,1562,41,2850,4495,2471,1437,1477,1612,145,800,10092,17844,2021,1925,484,455,5687,347,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,58582
4415,44989,61399,29086,6061,48113,21585,20,1106,51,3778,4388,7936,3745,1874,3398,592,742,23852,29874,4404,2691,220,293,2128,441,1216,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,35147
4416,30810,44536,37891,8637,54628,33611,41,2245,145,2027,8981,4761,2515,7589,356,679,132,19942,30332,1135,6928,683,384,5403,526,2053,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,46528
4417,56077,56078,38498,15949,58379,33443,500,204,20,1834,6493,4740,1336,159,5667,652,193,11289,11982,3495,6730,202,187,3906,613,2603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,54447
4418,39299,38243,42440,10915,58007,22366,638,1443,62,134,5833,7282,3831,1856,44,257,815,12284,24636,3103,3235,785,332,4277,627,3696,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,53355
4419,76935,35654,29421,18008,58376,22221,448,300,18,773,7227,5600,1834,3445,742,694,154,12348,15929,690,1729,961,384,4750,794,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,47429
4420,66211,41220,31659,8850,26748,27687,412,393,70,4535,3503,7279,2405,7130,4188,367,833,24061,13958,3193,1748,992,332,4685,358,2595,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,40509
4421,21063,57079,14737,17687,48200,15326,42,1915,58,3721,6467,2699,4020,7697,3769,192,294,7759,20153,4200,8562,590,94,3249,801,1831,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,32424
4422,73389,38708,27087,13062,21311,30933,73,1960,163,4522,7723,2998,2919,3247,3896,719,860,19833,14177,4116,1915,373,221,5145,242,2525,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,40149
4423,31822,59739,39177,10468,38422,16062,730,136,119,1633,6502,3650,2830,824,784,769,505,21891,28531,592,3357,905,141,4635,629,1282,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,49645
4424,80748,35896,22071,6089,59187,21069,88,1961,192,305,7176,8339,4403,3432,3311,302,771,12464,29354,1167,2896,259,128,2662,504,715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,28160
4425,69378,42680,25384,6552,18933,11563,438,2148,87,385,5034,6437,2277,1465,3208,372,677,8014,21983,3520,1148,321,371,4797,683,1242,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,31936
4426,86720,50129,32009,6087,39029,34236,262,644,146,208,6045,8209,4082,8315,3179,744,301,14954,10154,2103,8766,176,395,1343,461,3565,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,38096
4427,34578,52340,51422,11735,23084,26604,27,223,60,614,7323,4752,2024,1417,3038,148,789,12871,19356,4747,5084,640,404,2087,523,3457,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,63157
4428,69881,46426,34118,15154,41101,28163,282,877,168,1966,8262,2297,2511,7403,2410,754,613,4176,16364,2394,170,329,417,2972,488,3537,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,49272
4429,43295,56773,47483,13550,49801,31540,426,1681,45,5351,4146,5752,2042,7638,1219,140,202,8337,15474,1284,722,317,182,2192,543,3265,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,61033
4430,20070,57832,57709,17237,26887,33971,187,1365,72,136,3539,4981,2348,1727,3145,499,74,18966,32018,2489,2295,277,362,5314,594,1244,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,74946
4431,28142,65051,22316,14051,35184,9682,405,664,106,90,8873,4371,3964,6200,2777,671,612,25180,26647,4355,2010,88,70,1576,482,1292,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,36367
4432,54321,36866,51655,12814,39622,19945,363,981,33,3823,7852,2814,2108,5385,5503,255,553,3644,9061,2130,1296,635,177,2618,288,1966,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,64469
4433,40366,54964,17632,8925,47370,29452,32,1037,197,2683,9075,7669,4194,4708,3432,299,689,6601,14806,1118,1474,651,255,4255,446,1892,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,26557
4434,45526,35651,56750,13711,42338,34313,224,1633,166,216,5285,7073,1793,5218,3778,320,952,8981,19320,3495,4757,555,189,2441,793,3473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,70461
4435,45429,62893,27553,14740,39641,29737,366,999,43,2763,8956,5021,2450,7440,742,532,396,7508,11654,2108,1231,771,460,3000,165,2527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,42293
4436,58076,51852,20613,16821,26111,31572,591,1079,65,3364,3895,5624,1338,39,4853,524,661,18644,27156,0,6424,568,133,2471,246,3086,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37434
4437,44353,56088,26910,11719,44956,30733,673,2421,10,863,5231,4597,2970,1894,2900,590,894,12858,10882,220,8872,215,360,4436,580,1712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38629
4438,13491,60751,43803,15416,34136,33885,428,2400,93,1380,8929,7941,3072,7047,2178,296,184,24937,14748,1263,2299,467,489,5667,659,2816,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,59219
4439,18311,39863,34253,9589,47588,19612,156,1605,81,1679,8431,3301,1597,5086,3675,589,304,5567,19156,1959,4788,569,463,5180,594,729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,43842
4440,78769,37933,22491,15702,19653,26917,628,2279,44,151,3567,7402,4262,613,351,208,639,5749,26388,4381,8647,943,438,3252,729,3319,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,38193
4441,27380,39662,27066,11080,65699,23530,19,2364,110,4934,4248,2589,2562,8335,206,256,372,5457,12291,1017,7800,980,115,3403,417,698,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,38146
4442,64796,57132,39779,12071,26271,8557,497,1721,65,4652,8049,7797,2095,389,3764,419,894,26513,26996,4941,7337,965,328,1930,670,2987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,51850
4443,38825,61021,49926,16096,56347,28607,105,713,161,2742,4433,7100,2544,4494,2966,264,474,26706,15167,2270,429,540,123,2440,437,2175,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,66022
4444,22761,64813,39270,10996,27754,25220,145,1876,62,3216,3364,6748,1454,7851,2961,752,293,19648,15740,1069,6941,635,393,1961,366,2050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,50266
4445,28788,49888,20632,13744,40345,18171,68,1889,35,641,4327,6613,1437,6926,5035,306,580,25853,27221,1367,2116,537,235,5062,148,930,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,34376
4446,30308,53469,31018,16488,59122,15825,201,683,178,4323,3741,6993,1801,637,2476,148,407,19757,29593,1932,8119,331,499,3788,618,3637,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,47506
4447,72688,40084,58055,15609,49673,22432,737,1793,2,1718,5175,2233,1829,6478,1247,494,103,10360,32744,2106,6593,386,332,4548,153,877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,73664
4448,29612,52595,25977,9459,37246,18226,71,1700,109,5312,7780,2799,1699,7144,3216,135,693,24597,31261,3442,6868,482,491,3788,685,3407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,35436
4449,27003,45234,45804,8932,30380,27210,596,2195,23,2353,7250,5012,2884,6490,5222,221,794,14263,21015,2906,488,84,203,2613,273,1185,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,54736
4450,47524,42627,37678,16267,36254,34220,310,1021,24,2149,8221,4605,3444,1358,2860,742,208,8034,12070,4200,2506,76,254,4435,457,1278,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,53945
4451,75026,42164,28580,17133,24081,25069,231,847,38,4378,3434,3274,1748,322,1076,597,639,10387,26762,2293,3037,174,365,3074,268,1224,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,45713
4452,50255,64573,38955,9868,26007,27790,352,731,62,1965,5296,7131,2487,8055,1406,278,634,7395,15640,2265,5053,727,345,2219,331,3165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,48823
4453,28507,51491,51288,14481,59270,30361,300,503,59,1247,8038,8399,3965,3390,83,574,215,19788,32127,4160,3762,512,489,3641,188,665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,65769
4454,51141,67440,37265,7788,45759,13107,1,1094,19,4778,5807,4066,4536,6166,4546,737,36,7112,14518,2371,309,674,306,4580,754,3568,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,45053
4455,10841,56338,37622,8429,41039,14138,550,1316,165,1753,5244,7189,2497,6724,1783,470,285,8968,9320,2150,3946,413,425,3127,363,3140,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,46051
4456,68395,68328,22237,10370,36426,12426,573,2009,49,5190,4869,7080,4072,3364,5099,329,453,6564,17370,4027,6869,635,427,3560,701,1006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,32607
4457,66787,59945,48481,16208,62881,33908,497,1281,90,132,6748,7320,2619,5676,2239,396,668,4722,18458,400,4589,730,327,3997,230,2794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,64689
4458,59170,44384,47475,16804,39347,34207,101,1033,25,5360,5832,2870,2983,1803,2819,139,725,8352,10106,3471,6774,968,95,3144,479,2890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,64279
4459,87937,37588,24409,16865,28079,17434,347,1381,53,239,4615,7257,1349,4256,854,345,719,18597,20966,2167,6688,624,113,1264,678,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,41274
4460,65896,47892,33787,7180,19328,8150,430,138,141,2653,6218,6468,1695,724,3133,481,441,12690,27129,2943,2395,761,208,3695,424,3267,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,40967
4461,79888,68290,21930,10288,28221,13829,67,972,107,2345,6549,4425,2358,6761,5046,646,814,20394,21881,1567,2394,584,104,2642,498,3142,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,32218
4462,69999,40136,51754,18112,59619,25726,347,761,20,3565,4749,8608,3479,1055,5166,407,486,3982,17690,3822,7526,475,291,4645,528,1774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,69866
4463,47362,48971,35861,7545,43980,9179,555,1760,65,1217,5738,3769,2084,2618,2200,483,568,11712,19181,659,3183,274,211,5213,410,1416,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,43406
4464,21538,47453,46066,8826,44129,13991,585,2238,184,1584,4817,6062,1308,2058,768,617,712,9168,25585,742,6143,547,122,4920,820,835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,54892
4465,85732,62890,31078,8966,33134,26306,247,1289,22,5158,3533,6408,3362,5659,687,285,716,22420,24836,4016,8062,859,150,3838,206,1266,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,40044
