,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households Without Kids,Households With Kids,Worked Full-time With Earnings,Worked Part-time With Earnings,No Earnings,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year
4176,49041,15410,22124,14101,607,869,49,3330,12497,11770,8113,9784,3129,23007,3634,16496,5081,24386,7045,5301,231,3475,5573,612,507,15359,21333,1905,2361,2167,441,188,13754,631,3645,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,2016
4177,15850,10736,65912,6792,179,1521,102,5067,4850,16542,5851,10876,2366,24183,3616,10448,5850,21069,8833,4526,4096,5152,2109,666,105,4249,15138,2951,3161,4467,369,69,20825,548,3605,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,2018
4178,28747,16935,33971,17998,348,1497,5,429,9362,7003,5229,8602,5641,19953,4143,12745,6000,8459,6220,4344,3336,6227,2826,711,895,8024,18292,1947,2788,95,434,472,13127,208,1667,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,2014
4179,40008,7404,30724,9148,352,295,51,808,2142,13831,7079,12587,1793,11903,1747,34377,3190,24136,4761,5663,3298,4020,1970,609,428,8900,12279,4428,3328,5309,170,106,8833,644,717,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,2015
4180,17265,15986,30053,14905,591,1588,20,190,9925,15532,7149,10025,4733,8497,3945,19397,7312,21169,7522,2910,3881,3475,2977,446,392,12040,15955,2642,3178,848,341,241,8214,183,2132,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,2014
4181,33188,10762,68092,16256,549,167,20,517,12444,17125,2756,5153,2642,17587,2919,14151,7587,24992,4181,4334,785,5237,5673,190,967,22707,9751,3454,4360,1859,189,324,10574,506,721,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,2016
4182,23835,7110,42972,33054,39,1684,196,605,5129,9740,4287,6691,2161,15118,1719,15447,7617,24748,4708,3794,1532,6545,155,793,497,5916,31747,237,2070,1783,261,252,20547,649,2048,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2016
4183,19891,17058,24996,28391,419,1321,127,3900,9747,8418,6345,10804,2322,22917,3342,23272,5170,9208,6011,7911,3698,4412,5295,228,627,18648,20142,218,4574,7618,608,183,21207,711,1564,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,2014
4184,33275,13708,30963,32463,445,130,22,1663,13732,15984,6636,9402,4479,11369,4021,21030,4586,28968,5995,3867,903,938,3934,638,177,11503,25797,3222,3500,7287,125,293,20075,492,2974,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2015
4185,19067,8339,48952,23648,340,2003,11,146,9003,12988,5587,9859,3130,23395,3897,18302,7298,35913,8655,5943,171,6400,2470,604,719,12688,12583,319,1359,7822,982,103,19776,439,1396,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,2017
4186,31691,16376,59335,19509,21,1167,102,3361,5926,15194,4783,12906,6128,20075,3843,19752,5172,18866,5052,3322,1838,3411,3123,762,186,10632,21446,4487,2863,6582,97,104,19901,766,2546,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2016
4187,46349,8387,19538,11644,47,1593,155,1081,12842,10257,3158,12373,4163,10422,2671,19183,6048,20091,4213,2534,2390,4870,1633,285,992,16687,16952,3598,4294,3463,697,121,9189,614,3725,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,2016
4188,52627,16631,39577,22049,641,1171,12,731,9843,17558,2528,5815,5764,14772,2120,12271,4990,15478,8460,7891,414,5563,3054,427,277,23034,19012,4404,4144,5628,536,384,12453,627,3333,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2018
4189,34757,8963,34064,27395,22,1426,134,5058,9980,9762,3395,4858,4976,8538,1698,26361,4913,31312,7271,3673,2776,5650,214,779,288,25962,27561,570,1732,6393,175,359,6971,718,2885,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,2017
4190,55512,9348,47943,11884,208,1958,103,1237,1230,4728,8140,6499,1560,18671,3729,34273,3356,22263,4005,7182,3275,5561,649,502,172,24455,11621,2609,4032,7601,808,354,5125,443,3689,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2016
4191,53072,10230,19320,9567,74,573,141,1366,12893,8678,5179,12903,1597,12890,2858,24102,2806,37187,6868,2522,2112,717,5323,124,508,22933,12618,2356,1228,378,105,344,4845,779,2505,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2015
4192,41872,12944,33632,34609,141,536,126,825,3482,6892,8321,11280,1755,17819,1685,12488,5843,23168,3899,4675,4341,2774,3748,318,573,8875,13319,4202,4716,8973,917,302,13817,810,2218,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2014
4193,14480,11219,18603,12886,70,1832,35,961,11792,5710,8472,4313,5188,15725,2043,24694,6169,21625,5005,7149,3883,739,2181,369,397,24097,31446,3734,2684,4898,276,250,10661,609,2670,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2018
4194,34482,7087,63725,15679,144,237,181,2197,7725,6031,5505,7011,5824,17269,1415,29716,6632,10727,4935,3016,1423,3025,250,212,823,8422,14217,2634,2519,7708,268,260,8560,176,3174,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,2014
4195,38320,15509,42834,21789,234,688,141,478,8414,14904,4193,3953,4865,9064,4293,20450,3794,11482,3854,4684,4060,7867,2825,749,385,7658,11321,1339,1996,7457,569,404,17049,426,919,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,2014
4196,19909,14960,55685,21481,242,391,29,4848,6833,13834,6932,4904,3807,11635,4077,11739,6195,29108,6381,2526,216,5147,3123,304,601,15725,20140,269,4025,7166,400,456,12478,611,1192,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,2018
4197,25770,6868,19936,33715,638,1122,79,5284,3876,12417,8977,7566,4378,11609,1449,18196,7239,12507,7912,7385,2056,8235,5672,471,481,20760,24072,1794,1295,5430,893,84,13579,820,1008,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,2018
4198,26245,10887,56322,34037,603,1033,149,397,11108,9597,8605,8316,3676,13710,2102,32842,4828,39040,6078,5159,2332,7455,673,229,391,9740,24071,4174,1388,2226,293,347,14148,523,727,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,2015
4199,49762,13798,37045,9293,515,721,174,2740,1770,15225,6828,5264,2525,14782,3051,14273,3538,13684,4563,2770,1708,8071,4711,527,572,25283,27603,3898,4254,7813,998,283,6134,468,3223,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,2016
4200,52666,17841,24522,15386,472,1030,28,1994,9056,13540,6668,4196,3777,18608,3284,21635,3249,28480,8816,8597,1214,7658,1674,654,320,19807,13373,2839,4197,3170,285,166,11154,517,1586,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,2018
4201,23066,12336,53009,11952,7,602,40,5275,6591,14436,8646,8807,5136,10584,3072,26394,3296,36397,4071,7313,1880,5300,3778,526,308,11722,32058,3614,3048,6214,114,380,15728,581,3772,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,2014
4202,56889,7242,21004,7461,319,2203,186,5056,6657,9035,2524,4726,2443,13700,3532,35273,5054,12831,5088,2756,420,7442,1143,336,766,18466,28299,3004,1405,2755,319,376,17528,562,2899,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2018
4203,19627,10580,46308,16928,401,2183,56,3751,10345,6916,7673,5173,5070,15191,3925,23681,6633,10956,7867,6033,1855,1382,3251,523,965,4582,18465,3459,3186,204,620,209,5703,472,2950,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,2014
4204,42926,17963,21033,12000,711,1906,48,3929,11144,17132,6646,11370,3789,14215,1753,31282,5932,9744,6554,8614,317,1469,1591,516,906,14718,12873,3209,2877,7819,220,453,17265,394,3203,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2014
4205,58131,6439,36795,28996,252,2192,39,1861,6517,9971,3922,9422,6010,18777,3763,26156,4848,36124,3514,6382,3334,7665,1810,294,170,9660,23697,4299,1520,5206,917,438,12940,723,988,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,2018
4206,36090,7389,39416,10707,151,598,11,500,12562,17500,9261,7128,3127,19688,4146,20994,7897,25484,5167,3710,88,7267,1704,523,585,17612,28873,4155,2579,4673,293,281,5623,215,3470,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,2016
4207,52165,12525,47372,7273,102,1354,40,1773,5806,5030,4886,11163,6364,18543,3485,34999,4780,32731,7562,7705,1934,605,957,333,864,13779,10392,4555,3811,4987,674,74,20622,595,2246,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,2018
4208,45857,7097,29161,16486,657,1036,24,2180,9579,7748,5258,6451,3834,8897,3880,14409,3333,19285,4805,4255,848,1198,582,322,409,5168,8867,3848,3592,1402,699,329,19595,725,2287,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,2015
4209,54409,17234,31267,27989,259,1392,12,3937,1907,4433,3279,12029,2567,7936,2535,31584,5451,37218,6655,7648,3994,4897,2373,755,60,17865,32496,4940,1443,7301,167,70,14398,584,3569,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,2016
4210,53660,17384,60698,19557,194,1773,181,1529,1952,7748,5059,9882,6054,14397,2537,23125,5474,26721,8750,2876,1169,7678,5327,694,822,19402,22415,1651,1286,3766,831,323,13617,562,665,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,2014
4211,57002,17531,46414,13035,4,2258,99,2445,11084,15156,8763,12395,6242,10182,3885,33751,7101,20809,6488,7284,3688,3557,1795,440,461,16120,11471,3418,1882,5960,557,144,11810,386,3778,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,2015
4212,29399,10102,44615,17416,155,1921,88,1207,10644,5858,3264,10604,1883,16645,3080,22242,3520,22602,4768,3110,2605,5322,54,439,901,21303,27510,4820,4522,4252,977,156,17458,291,2736,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2017
4213,43145,15873,54029,32770,647,1664,136,3292,6033,5793,5120,9122,1711,10637,3461,26890,4037,31585,8626,4603,248,7921,2760,187,727,10388,20616,1415,4615,7932,531,327,19849,349,1890,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,2015
4214,19299,7557,17835,25667,232,1127,93,3960,5064,12999,4014,4246,2494,24651,3166,17798,2456,11602,4458,8405,828,6299,3345,463,145,11000,22491,4492,1393,4385,83,79,19249,158,2084,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,2016
4215,48502,13029,58900,22054,79,2455,50,4406,11894,16693,4511,10913,2080,21510,3334,11655,7105,24876,6240,5625,736,8347,2351,272,59,16269,20957,2096,4212,1198,630,290,10118,718,3783,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,2015
4216,57167,9831,33352,15936,4,587,133,1461,8973,5198,6866,8652,2347,22955,2421,19418,5891,36669,4912,7684,3546,4372,2179,124,142,5273,26935,1554,2102,8276,384,294,13073,439,3441,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,2015
4217,45925,7852,60349,21287,645,698,138,2003,13689,12854,3031,5282,5727,22154,3867,31720,4143,23320,5507,4248,1495,7112,1866,193,133,22050,29481,2247,2847,5609,654,252,8498,637,3066,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2018
4218,35452,12260,42569,24150,167,1112,150,1567,12590,11057,7643,10971,4607,9457,4238,12578,5958,31204,3826,4041,1549,8548,2500,305,444,12628,31511,4357,2999,7599,656,202,9351,469,1212,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,2018
4219,37445,10375,30227,15720,328,885,41,766,10799,14104,8145,5860,6413,24721,3907,31075,2974,26451,7966,7521,4436,6974,2983,645,235,10014,20728,478,3107,569,283,450,18342,746,2402,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,2017
4220,30702,6042,48953,20467,420,977,92,1101,13725,4643,2696,9747,3703,12563,1570,29105,4867,21355,6859,4638,3362,6858,2074,537,729,7534,18569,1119,4098,1913,484,444,12895,537,3762,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2015
4221,56995,11055,44170,35439,333,603,70,4678,2922,12247,8324,7573,5777,21977,4135,11995,7636,14299,7898,6136,3170,653,288,363,843,3869,15797,1006,4656,2661,153,251,19877,576,2870,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,2018
4222,41470,10222,43533,35056,729,917,21,3452,1065,12647,4226,7293,4822,22865,4046,28761,4666,17475,8752,7392,3172,7948,1560,526,366,8255,10027,3343,1445,8208,959,450,6722,295,2449,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,2016
4223,30791,7733,27152,14143,166,1926,45,2161,11751,4880,8993,8065,4098,12823,1328,29876,4478,8592,8229,7721,1805,298,3530,696,861,23261,21514,1611,4297,7775,137,340,4924,743,1889,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,2018
4224,32092,13589,51042,31201,33,2414,175,1003,3941,8784,6310,6871,2959,9282,2238,35036,3033,18659,8636,6399,697,8348,5088,650,249,11470,31668,2259,3092,1977,377,165,4967,397,2409,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,2014
4225,14262,15982,46618,30078,677,2312,70,5181,7594,7831,6990,8213,6313,13402,4098,23233,3078,34570,8111,7195,4449,5295,5501,732,768,24230,16431,2866,3878,3817,336,353,12970,281,1334,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,2017
4226,17062,8763,41315,18048,528,1712,88,2343,5628,8180,5259,8075,4295,21559,2540,12216,2615,34949,3619,8015,3543,3992,4975,743,382,21389,27339,4354,1459,2599,335,307,19503,391,1169,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,2014
4227,57928,13318,23632,35205,286,2002,52,263,5918,11102,5125,12101,1770,11473,3612,19451,2925,12014,6679,4223,2074,952,2531,140,130,24230,22624,531,1218,5600,753,203,20153,437,2113,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,2015
4228,27661,17091,62120,8392,417,2385,39,2150,5875,7083,2920,6233,3438,13966,1440,24699,3420,9209,3879,2813,1710,1176,1496,320,815,24972,26280,3896,3252,777,681,290,20990,253,2061,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2015
4229,26761,13032,65652,34088,229,1332,187,4844,11712,11344,9101,4333,4759,19262,4169,33981,5846,28825,8206,2921,902,2234,5626,273,833,8921,18902,2435,1992,2056,833,101,11764,557,2226,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,2016
4230,19216,13864,24733,33768,527,1721,33,2173,13400,14845,5418,12278,5862,18541,2101,9395,7752,16406,9003,5027,1672,4591,1836,627,88,18940,10073,1044,2909,4177,275,285,13845,765,3297,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,2015
4231,54691,10217,65564,12663,635,1720,26,3743,10293,7748,8910,7470,4761,20472,2892,32339,2700,12008,4617,7992,1389,993,1333,440,409,18662,27218,2105,4271,9151,712,458,13134,747,1405,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2017
4232,34720,8044,33792,24673,327,2081,152,4361,8668,6941,8818,10198,4640,17135,2229,25423,5845,30373,6215,6614,4255,5089,3173,376,240,26015,33041,1006,4274,5428,519,82,19371,302,2128,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,2018
4233,26943,12869,54869,7596,561,1407,176,3458,7286,7070,4507,10664,1939,23529,2770,15115,4544,9071,5873,4356,140,5060,2170,137,192,4307,21784,4174,4670,1743,987,117,10623,422,704,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,2015
4234,58011,8278,55930,11629,590,2185,68,3576,7126,6141,9400,9032,5802,22875,2114,19149,6549,30744,5635,5450,208,8475,194,722,627,17765,20973,788,2229,6494,773,234,6082,345,3175,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,2014
4235,29765,13367,53187,18359,126,1631,88,4873,9909,16384,5423,6359,2735,8008,2881,21655,2725,23794,4089,3073,1157,2765,4126,256,443,17833,13789,256,3549,591,910,247,10655,699,1262,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,2018
4236,18057,11905,18219,21973,214,636,82,5313,2073,7064,2666,7066,4502,13769,3410,30803,7118,24044,6411,3823,2305,2635,2753,753,73,19670,21262,3244,2638,4370,397,143,17679,816,1558,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2018
4237,42139,17724,54909,19154,616,1695,34,1416,6163,10964,4233,9496,5683,13949,1166,33976,4515,15207,8015,2232,4257,4261,3053,264,771,19711,23132,355,1946,7753,230,348,20333,801,752,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2017
4238,28530,8601,37359,26268,270,937,151,743,3822,9332,3075,5468,6130,23044,2578,24002,4269,32270,4775,7325,1517,3866,5615,212,691,13242,27222,1085,2435,524,940,95,16531,435,3125,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2017
4239,22212,8604,26465,9841,671,2472,91,3253,5601,13956,4521,9501,1477,18815,1303,9394,3825,17566,4011,5458,4021,2220,1063,138,990,17646,11652,2840,1786,2334,716,397,10909,465,3215,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,2014
4240,40465,12614,64250,11426,272,314,96,2732,7175,9514,4839,11331,4692,17602,4254,9317,3607,14835,3885,2441,3061,4455,2673,344,48,9440,20053,4431,4028,1720,899,358,10104,542,2718,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2018
4241,39981,15587,50282,6803,389,2052,106,4393,5225,14746,9336,12758,1911,18308,2315,10423,5010,11577,4042,4998,2434,907,3550,373,419,13239,25116,3683,2573,4810,196,478,13884,553,1881,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2017
4242,46706,10276,28272,22926,30,1244,55,3976,3223,10431,8415,10904,4337,22514,2176,15637,2781,37593,6985,5451,3820,6772,3876,554,838,5692,17954,2248,1750,149,575,279,18547,563,3208,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,2015
4243,14710,5710,57239,9919,607,1826,79,4802,1947,6030,4115,9089,3618,9989,1275,17593,3756,10219,9088,3805,1554,28,4741,212,326,4201,23364,4061,2546,3054,174,187,15666,720,1388,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2017
4244,21770,13310,59149,28592,466,958,2,1812,1875,12937,2749,10497,2453,12572,1415,32181,4053,25847,5018,2951,3857,3230,2189,391,327,16622,32795,4743,3829,7494,868,475,6184,566,3568,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2018
4245,47425,8113,30919,20118,684,237,67,3827,1234,14863,5041,10829,2400,17818,3874,29236,3173,8569,8756,7163,1602,279,3341,515,814,10014,10951,3515,3414,4128,624,230,17736,354,3550,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,2017
4246,52389,13527,54475,25559,393,1958,3,1143,4882,11017,7115,8121,5902,18904,3068,27434,5795,32295,5366,6645,869,4439,511,749,334,17828,28955,3198,4274,1384,491,498,6214,293,1761,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,2016
4247,18765,8477,47441,21890,642,273,73,1664,11245,7819,5032,9422,5719,10144,3483,30577,4286,25380,4668,3881,196,2182,4249,281,639,10334,27495,4030,2766,7275,325,383,15164,225,3738,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,2018
